Nhóm hàng,Nhóm ngành,Nhóm sản phẩm cấp 1,Nhóm sản phẩm cấp 2,Mã hàng,Tên hàng,SL Bán,Doanh thu,SL Trả,Giá trị trả,Doanh thu thuần,Tổng giá vốn,Lợi nhuận,Tỷ suất
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S097DE34,Bộ lót ren có gọng xuyên thấu dây chéo trước ngực hoa sen đen 34,5,1244562,0,0,1244562,757632,486930, 39.12% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM122NA32,Bộ lót ren không gọng đệm dày dây đan trước nâu 32,4,985294,0,0,985294,499130,486164, 49.34% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S016DD36,Bộ lót ren không gọng đệm dày dây đan đỏ đậm 36,4,1231089,1,-400000,831089,345557,485532, 58.42% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S020DE38,Bộ lót su ren không gọng đệm mỏng đen 38,5,767618,0,0,767618,286612,481006, 62.66% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S142DE36,Bộ lót ren hoa có gọng đệm dày đen 36,2,760000,0,0,760000,280288,479712, 63.12% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S142HTI34,Bộ lót ren hoa có gọng đệm dày hồng tím 34,3,1140000,1,-380000,760000,280288,479712, 63.12% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S142HTI36,Bộ lót ren hoa có gọng đệm dày hồng tím 36,2,760000,0,0,760000,280288,479712, 63.12% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S062DE36,Bộ lót ren xuyên thấu không gọng mỏng dây chéo trước ngực đen 36,3,737679,0,0,737679,258579,479100, 64.95% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM124XD36,Bộ lót ren su không gọng đệm vừa màu xanh đậm size 36,4,886458,0,0,886458,413980,472478, 53.30% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S044DE38,Bộ lót ren đệm vừa có gọng đen 38,4,1024298,0,0,1024298,558904,465394, 45.44% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S127HP34,Bộ lót ren ô đệm dày không gọng hồng phấn 34,2,700000,0,0,700000,236831,463169, 66.17% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S118XLU38,Bộ lót ren không gọng đệm vừa phối ren xanh lục 38,2,760000,0,0,760000,301784,458216, 60.29% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S118DE38,Bộ lót ren không gọng đệm vừa phối ren đen 38,2,760000,0,0,760000,301784,458216, 60.29% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S125HP34,Bộ lót kẻ đệm vừa không gọng quần nơ hồng phấn 34,2,647604,0,0,647604,189623,457981, 70.72% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S089XN38,Bộ lót không gọng đệm dày dây ba có nơ Xanh nhạt 38,2,646875,0,0,646875,193374,453501, 70.11% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S042T34,Bộ lót ren không đệm có gọng trắng 34,7,1602068,1,-350000,1252068,799712,452356, 36.13% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S039XLU34,Bộ lót cotton không gọng đệm vừa viền ren xanh lục 34,3,810000,0,0,810000,357672,452328, 55.84% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S070HT36,Bộ lót không gọng đệm dày trơn hồng tím 36,3,844856,0,0,844856,392796,452060, 53.51% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S145CA36,bộ lót ren móc ngực đẹm mút không gọng cam 36,3,1080000,1,-360000,720000,270378,449622, 62.45% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S003DE38,Bộ lót ren không gọng đệm vừa hoa viền tua rua màu đen 38,3,682075,0,0,682075,233035,449040, 65.83% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S032DE32,Bộ lót mèo dây đan không gọng đệm vừa đen 32,3,695313,0,0,695313,247500,447813, 64.40% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S011DE34,Bộ lót su không gọng đệm mỏng nơ ngực đen 34,3,701320,0,0,701320,255510,445810, 63.57% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S124XD34,Bộ lót kẻ chấm bi quần nơ xanh đậm 34 (kv),2,658099,0,0,658099,214996,443103, 67.33% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S032ND32,Bộ lót mèo dây đan không gọng đệm vừa nâu đất 32,3,689683,0,0,689683,247233,442450, 64.15% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S042G38,Bộ lót ren không đệm có gọng ghi 38,3,839354,0,0,839354,398901,440453, 52.48% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S003DE32,Bộ lót ren không gọng đệm vừa hoa viền tua rua màu đen 32,3,663953,0,0,663953,223749,440204, 66.30% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S113DE38,Bộ lót ren có gọng xuyên thấu dây bèo ren đen 38,4,1440000,2,-720000,720000,279945,440055, 61.12% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM40T34,Bộ lót ren hoa có gọng không đệm màu trắng size 34,5,1078247,2,-410020,668227,228645,439582, 65.78% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S019V34,Bộ lót đan lưới không gọng đệm vừa vàng 34,4,917081,0,0,917081,485196,431885, 47.09% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S071DE34,Bộ lót nhung không gọng đệm vừa đen 34,3,786228,0,0,786228,357108,429120, 54.58% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S113T38,Bộ lót ren có gọng xuyên thấu dây bèo ren trắng 38,2,720000,0,0,720000,291597,428403, 59.50% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM121XNC32,Bộ lót trơn kẻ sọc không gọng đệm vừa xanh ngọc 32,4,776623,0,0,776623,348332,428291, 55.15% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S117DD38,Bộ lót ren có gọng xuyên thấy quai ren đỏ đô 38,2,692179,0,0,692179,264996,427183, 61.72% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S019DE36,Bộ lót đan lưới không gọng đệm vừa đen 36,3,840000,0,0,840000,415383,424617, 50.55% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM114DE38,Bộ lót ren su không gọng đệm vừa màu đen 38,2,679521,0,0,679521,258880,420641, 61.90% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S044XT38,Bộ lót ren có gọng đệm vừa màu xanh than 38,2,700000,0,0,700000,279452,420548, 60.08% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S030T38,Bộ lót ren trắng có gọng đệm vừa 5 khuy trắng 38,3,809276,0,0,809276,392643,416633, 51.48% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S127HP38,Bộ lót ren ô đệm dày không gọng hồng phấn 38,2,666667,0,0,666667,250606,416061, 62.41% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S083T38,Bộ lót ren không gọng không đệm viền ren mỏng trắng 38,2,668754,0,0,668754,252982,415772, 62.17% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM128DE32,Bộ lót ren su không gọng đệm mỏng màu đen 32,3,756206,0,0,756206,341336,414870, 54.86% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM124XD32,Bộ lót ren su không gọng đệm vừa màu xanh đậm size 32,4,824945,0,0,824945,413608,411337, 49.86% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM128DE36,Bộ lót ren su không gọng đệm mỏng màu đen 36,2,640000,0,0,640000,230112,409888, 64.05% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,Am126BE38,Bộ lót không gọng đệm vừa dây đan ngực màu be 38,4,867391,0,0,867391,459026,408365, 47.08% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S109XLU36,Bộ lót ren không gọng đệm mỏng cúp ngang xanh lục 36,3,1065000,1,-355000,710000,302146,407854, 57.44% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S041zXNC32,Bộ lót ren dây kép TMĐT không gọng đệm vừa xanh ngọc 32,3,653292,0,0,653292,246555,406737, 62.26% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S051T32,Bộ lót ren có gọng xuyên thấu hình hoa trắng 32,2,670000,0,0,670000,263365,406635, 60.69% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM72DD38,Bộ lót điểm ren không gọng đệm dày màu đỏ đậm size 38,2,651401,0,0,651401,244786,406615, 62.42% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM121HTI36,Bộ lót trơn kẻ sọc không gọng đệm vừa hồng tím 36,3,686178,0,0,686178,281004,405174, 59.05% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S040HTI38,Bộ lót ren không gọng đệm vừa dây chéo hồng tím 38,2,679641,0,0,679641,276718,402923, 59.28% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S117DE38,Bộ lót ren có gọng đệm vừa quai ren đen 38,2,664789,0,0,664789,264996,399793, 60.14% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM72DD36,Bộ lót điểm ren không gọng đệm dày màu đỏ đậm size 36,2,670000,0,0,670000,271270,398730, 59.51% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S090HP38,Bộ lót ren không gọng đệm vừa dây kép nơ trước ngực hồng phấn 38,2,646154,0,0,646154,248890,397264, 61.48% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM72DE38,Bộ lót điểm ren không gọng đệm dày màu đen size 38,3,919268,1,-282598,636670,239430,397240, 62.39% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S113DE34,Bộ lót ren có gọng xuyên thấu dây bèo ren đen 34,3,1007878,1,-324000,683878,288268,395610, 57.85% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S044XLU38,Bộ lót ren đệm vừa có gọng xanh lục 38,2,672911,0,0,672911,279202,393709, 58.51% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S074VC34,Bộ lót ren không gọng đệm vừa có bèo dưới ngực vàng chanh 34,3,960000,1,-320000,640000,246554,393446, 61.48% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S074XG34,Bộ lót ren không gọng đệm vừa có bèo dưới ngực xanh ghi 34,2,640000,0,0,640000,246554,393446, 61.48% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S092HP38,Bộ lót ren không gọng đệm vừa love secret hồng 38,3,860613,1,-300000,560613,168170,392443, 70.00% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM128DE34,Bộ lót ren su không gọng đệm mỏng màu đen 34,2,608000,0,0,608000,217616,390384, 64.21% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,Am126XLU32,Bộ lót không gọng đệm vừa dây đan ngực màu xanh lục 32,4,845185,0,0,845185,454846,390339, 46.18% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S142DN34,Bộ lót ren hoa có gọng đệm dày đỏ nâu 34,2,667284,0,0,667284,280288,386996, 58.00% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S062HP34,Bộ lót ren xuyên thấu không gọng mỏng dây chéo trước ngực hồng phấn 34,2,560000,0,0,560000,173088,386912, 69.09% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S004DD38,Bộ lót phối len đan không gọng đệm vừa đỏ đậm 38,2,541752,0,0,541752,155564,386188, 71.29% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S016G32,Bộ lót ren không gọng đệm dày dây đan ghi 32,2,600000,0,0,600000,215181,384819, 64.14% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S133DE36,Bộ lót ren không gọng đệm mỏng dây ngực đen 36,2,678125,0,0,678125,293866,384259, 56.66% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S118XLU34,Bộ lót ren không gọng đệm vừa phối ren xanh lục 34,2,684000,0,0,684000,301784,382216, 55.88% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,Am126NA38,Bộ lót không gọng đệm vừa dây đan ngực màu NÂU 38,5,971548,0,0,971548,593294,378254, 38.93% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S020BE38,Bộ lót su ren không gọng đệm mỏng be 38,4,799880,1,-250000,549880,172341,377539, 68.66% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S044XT32,Bộ lót ren có gọng đệm vừa màu xanh than 32,2,656960,0,0,656960,279452,377508, 57.46% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S150DE36,Bộ Lót trơn viền sóng khuy cài trước không gọn đen 36,2,532490,0,0,532490,155220,377270, 70.85% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,CH32DE34,Bộ lót ren họa tiết hoa không gọng đệm dày màu đen 34,5,927664,1,-145000,782664,406099,376565, 48.11% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S145T36,bộ lót ren móc ngực đẹm mút không gọng trắng 36,2,646326,0,0,646326,270380,375946, 58.17% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S003V38,Bộ lót ren không gọng đệm vừa hoa viền tua rua màu vàng 38,3,822075,1,-290000,532075,157405,374670, 70.42% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S022T34,Bộ lót ren hoa không gọng đệm mỏng trắng 34,2,580000,0,0,580000,209372,370628, 63.90% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S073DN34,Bộ lót cotton không gọng đệm mỏng dây chéo ren trước ngực đỏ nâu 34,2,640000,0,0,640000,273314,366686, 57.29% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM114NTI32,Bộ lót ren su không gọng đệm vừa nâu tím 32,3,770065,0,0,770065,404337,365728, 47.49% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S117TN36,Bộ lót ren có gọng đệm xuyên thấu tím nhạt 36,2,649862,0,0,649862,284571,365291, 56.21% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S074DE34,Bộ lót ren không gọng đệm vừa có bèo dưới ngực đen 34,2,640000,0,0,640000,276140,363860, 56.85% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S046XD32,Bộ lót ren đệm vừa có gọng màu xanh đậm 32,2,520000,0,0,520000,158028,361972, 69.61% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S046DE34,Bộ lót ren đệm vừa có gọng màu đen 34,4,713972,0,0,713972,352672,361300, 50.60% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S042T38,Bộ lót ren không đệm có gọng trắng 38,2,626182,0,0,626182,265934,360248, 57.53% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM72DD32,Bộ lót điểm ren không gọng đệm dày màu đỏ đậm size 32 ( thiếu dây),2,618123,0,0,618123,260610,357513, 57.84% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,CH32XNC32,Bộ lót ren họa tiết hoa không gọng đệm dày màu xanh ngọc 32,2,606520,0,0,606520,251702,354818, 58.50% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM72BH32,Bộ lót điểm ren không gọng đệm dày màu be hồng size 32,2,619667,0,0,619667,264926,354741, 57.25% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S040DE32,Bộ lót ren không gọng đệm vừa dây chéo đen 32,2,630874,0,0,630874,276716,354158, 56.14% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM35XLU36,Bộ lót dây đan có gọng không đệm màu xanh lục size 36,2,670000,0,0,670000,316172,353828, 52.81% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S041zXNC36B,Bộ lót ren dây kép TMĐT không gọng đệm vừa xanh ngọc 36B,2,500000,0,0,500000,147374,352626, 70.53% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S027DE38,Bộ lót ren lưới không gọng đệm mỏng đen 38,3,679537,0,0,679537,327033,352504, 51.87% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S093HP34,Bộ lót bralet lụa ren có gọng không đệm dây đan hồng 34,2,635143,0,0,635143,282732,352411, 55.49% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,Am123CA36,Bộ lót su không gọng đệm dày nâng ngực cam 36,2,599753,0,0,599753,248090,351663, 58.63% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S145HP36,bộ lót ren móc ngực đẹm mút không gọng hồng phấn 36 (kv),2,621990,0,0,621990,270380,351610, 56.53% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S018VN34,Bộ lót ren không gọng đệm dày dây kép viền ren hoa vàng nhạt 34,2,600000,0,0,600000,248432,351568, 58.59% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,Am126XLU36,Bộ lót không gọng đệm vừa dây đan ngực màu xanh lục 36,4,805304,0,0,805304,455235,350069, 43.47% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,Am126CA38,Bộ lót không gọng đệm vừa dây đan ngực màu cam 38,4,810202,0,0,810202,462391,347811, 42.93% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM114NTI38,Bộ lót ren su không gọng đệm vừa nâu tím 38,3,744396,0,0,744396,396629,347767, 46.72% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S018HP32,Bộ lót ren không gọng đệm dày dây kép viền ren hoa hồng phấn 32,4,844997,0,0,844997,497620,347377, 41.11% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,CH33XNC38,Bộ lót trơn không gọng đệm mỏng màu xanh ngọc 38,4,1010115,1,-300000,710115,364848,345267, 48.62% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM45DD38,Bộ lót dây kép sexy có gọng đệm vừa màu đỏ đậm size 38,4,846710,0,0,846710,502796,343914, 40.62% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S084HT38,bộ lót bralette len tăm không gọng đệm mút màu hồng tím 38,2,529500,0,0,529500,188674,340826, 64.37% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S004DE34,Bộ lót phối len đan không gọng đệm vừa đen 34,2,496384,0,0,496384,155564,340820, 68.66% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,CH32T38,Bộ lót ren họa tiết hoa không gọng đệm dày màu trắng 38,3,719391,0,0,719391,380145,339246, 47.16% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S041zXNC38,Bộ lót ren dây kép TMĐT không gọng đệm vừa xanh ngọc 38,3,586562,0,0,586562,247392,339170, 57.82% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S107XLU36,Bộ lót cotton ren không gọng đệm vừa viền ren dây kép xanh lục 36,2,608627,0,0,608627,270305,338322, 55.59% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AN30DE34A,Bộ lót ren có gọng không đệm màu đen size 34A,4,922229,1,-270000,652229,314859,337370, 51.73% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S016NTI34,Bộ lót ren không gọng đệm dày dây đan nâu tím 34,3,857209,1,-300000,557209,220984,336225, 60.34% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S045T32,Bộ lót ren xuyên thấu có gọng cup ngang trắng 32,2,596590,0,0,596590,260608,335982, 56.32% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S046BE32,Bộ lót ren đệm vừa có gọng màu be 32,3,762244,1,-260000,502244,166498,335746, 66.85% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S040DE38,Bộ lót ren không gọng đệm vừa dây chéo đen 38,2,612000,0,0,612000,276718,335282, 54.78% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S073XLU34,Bộ lót cotton không gọng đệm mỏng dây chéo ren trước ngực xanh lục 34,2,608451,0,0,608451,273314,335137, 55.08% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM114DE32,Bộ lót ren su không gọng đệm vừa màu đen 32,2,595000,0,0,595000,260149,334851, 56.28% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S058T34,Bộ lót ren dây kép không gọng đệm vừa cup ngang trắng 34,2,614397,0,0,614397,279657,334740, 54.48% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AN31XD32A,Bộ lót ren có gọng không đệm màu xanh đậm size 32A,2,540000,0,0,540000,206314,333686, 61.79% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM116DD36,Bộ lót phối ren không gọng đệm vừa màu đỏ đậm 36,2,565000,0,0,565000,238642,326358, 57.76% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM38DD32,Bộ lót viền ren có gọng không đệm màu đỏ đậm 32,2,600000,0,0,600000,274376,325624, 54.27% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S105HT38,Bộ lót ren bralette không gọng đệm mỏng viền ren hồng tím 38,1,324000,0,0,324000,0,324000, 100.00% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM40DD36,Bộ lót ren hoa có gọng không đệm màu đỏ đậm size 36,2,475209,0,0,475209,153218,321991, 67.76% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM124DE38,Bộ lót ren su không gọng đệm vừa màu đen size 38,2,524010,0,0,524010,205312,318698, 60.82% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S040HTI32,Bộ lót ren không gọng đệm vừa dây chéo hồng tím 32,3,733456,0,0,733456,415074,318382, 43.41% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,CH33TN34,Bộ lót trơn không gọng đệm mỏng màu tím nhạt 34,2,533617,0,0,533617,216117,317500, 59.50% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S044DE32,Bộ lót ren đệm vừa có gọng đen 32,2,596039,0,0,596039,279452,316587, 53.12% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S050DE36,Bộ lót bra ren hoa không gọng đệm mỏng đen 36,2,636684,0,0,636684,320178,316506, 49.71% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S007DE38,Bộ lót không gọng đệm dày ren đan đen 38,2,552235,0,0,552235,235833,316402, 57.29% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,Am123T32,Bộ lót su không gọng đệm dày nâng ngực trắng 32,2,560000,0,0,560000,244372,315628, 56.36% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S133T34,Bộ lót ren không gọng đệm mỏng dây ngực trắng 34,2,605340,0,0,605340,293865,311475, 51.45% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S072DN34,bộ lót len tăm nơ ngực không gọng đệm vừa đỏ nâu 34,2,520000,0,0,520000,209308,310692, 59.75% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM124XD38,Bộ lót ren su không gọng đệm vừa màu xanh đậm size 38,3,618337,0,0,618337,307968,310369, 50.19% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM116DD38,Bộ lót phối ren không gọng đệm vừa màu đỏ đậm 38,3,897081,1,-350000,547081,237016,310065, 56.68% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,CH33XNC34,Bộ lót trơn không gọng đệm mỏng màu xanh ngọc 34,2,540000,0,0,540000,229986,310014, 57.41% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM116XLU38,Bộ lót phối ren không gọng đệm vừa xanh lục 38,2,563616,0,0,563616,258138,305478, 54.20% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM124CA36,Bộ lót ren su không gọng đệm vừa màu cam size 36,3,657100,0,0,657100,353601,303499, 46.19% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AN30DE36C,Bộ lót ren có gọng không đệm màu đen size 36C,2,507470,0,0,507470,206626,300844, 59.28% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S030DE38,Bộ lót ren trắng có gọng đệm vừa 5 khuy đen 38,2,559072,0,0,559072,258470,300602, 53.77% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S152XNC38,Bộ lót trơn mắt mèo không gọng xanh ngọc 38,1,350000,0,0,350000,49747,300253, 85.79% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S004ND32,Bộ lót phối len đan không gọng đệm vừa nâu đất 32,2,485356,0,0,485356,185310,300046, 61.82% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM128G32,Bộ lót ren su không gọng đệm mỏng màu ghi 32,2,511522,0,0,511522,214386,297136, 58.09% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM33DE38,Bộ lót viền ren có gọng đệm vừa màu đen size 38,2,599541,0,0,599541,302712,296829, 49.51% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,S039XLU38,Bộ lót cotton không gọng đệm vừa viền ren xanh lục 38,2,563962,0,0,563962,267372,296590, 52.59% 
ĐỒ LÓT >> Bộ lót,ĐỒ LÓT,Bộ lót,,AM112G34,Bộ lót nhung không gọng đệm vừa màu ghi size 34,1,450000,0,0,450000,154330,295670, 65.70% 
